ID,Name,Credit Hours
MSE 3720,Introduction to Polymer/Fiber Enterprise,3
MSE 3801,Special Topics,1
MSE 3802,Special Topics,2
MSE 3803,Special Topics,3
MSE 3XXX,Mate Sci Engr Elective,1
MSE 4002,"Ceramic Materials: Properties, Processing, Applications",3
MSE 4004,Materials in Electronic Applications,3
MSE 4006,Processing and Applications of Engineering Alloys,3
MSE 4010,Environmental Degradation,3
MSE 4022,Materials Laboratory II,2
MSE 4025,Fiber Product Manufacturing,3
MSE 4026,Testing and Evaluation of Polymer and Fiber Products,3
MSE 4100,Chemical Applications to Fiber Materials,2
MSE 4122,Fiber Chemistry Lab,1
MSE 4140,Polymer Physics,3
MSE 4230,Industrial Ctrls In MFG,3
MSE 4315,Nondestructive Evaluation,3
MSE 4320,Electronic Packaging and Design,3
MSE 4325,Thin Film Materials Science,3
MSE 4330,Fundamentals of Nanomaterials and Nanostructures,3
MSE 4335,Soft Nano and Bio Materials,3
MSE 4410,Capstone Engineering Design I,3
MSE 4420,Capstone Engineering Design II,3
MSE 4698,Undergraduate Research Assistantship,1
MSE 4699,Undergraduate Research,1
MSE 4740,Biologically Inspired Design,3
MSE 4751,Introduction to Biomaterials,3
MSE 4754,"Electronics Packaging Assembly, Reliability, Thermal Management, and Test",3
MSE 4755,Electronic Packaging Substrate Fabrication,3
MSE 4759,Electrochemical Energy Storage and Conversion,3
MSE 4761,Industrial Controls and Manufacturing,3
MSE 4766,Fabrication and Properties of Nanoscale Devices,3
MSE 4775,Polymer Science and Engineering I: Formation and Properties,3
MSE 4776,"Polymer Science and Engineering II: Analysis, Processing and Laboratory",3
MSE 4790,Materials Selection and Design,3
MSE 4791,Mechanical Behavior of Composites,3
MSE 4793,Composite Materials and Processing,3
MSE 4794,Composite Materials and Manufacturing,4
MSE 4795,Fundamental Elements of Nuclear Reactor Materials,3
MSE 4801,Special Topics,1
MSE 4802,Special Topics,2
MSE 4803,Special Topics,3
MSE 4901,Special Problems,1
MSE 4902,Special Problems,1
MSE 4XXX,Mate Sci Engr Elective,1
MSE 6001,Written and Visual Communications,2
MSE 6010,Fundamentals of Functional Materials,3
MSE 6105,Diffraction Studies,3
MSE 6110,Transmission Electron Microscopy,3
MSE 6120,Quantitative Characterization of Microstructures,3
MSE 6130,Surface Analysis,3
MSE 6210,Defects,3
MSE 6310,Thermodynamics and Kinetics of Transformations,3
MSE 6401,Thermodynamics of Materials,3
MSE 6402,"Crystallography, Structure and Defects",3
MSE 6403,Kinetics of Phase Transformations,3
MSE 6404,Scattering Theory,3
MSE 6405,Advanced Nanomaterials,3
MSE 6406,Corrosion of Materials,4
MSE 6407,Biological Properties,3
MSE 6411,Thermodynamics of Materials,3
MSE 6412,Structure of Materials,3
MSE 6500,Thermodynamics of Materials,2
MSE 6501,Phase Equilibria,1
MSE 6502,Thermo Analysis,1
MSE 6510,Polymers for Electronic and Photonic Applications I,3
MSE 6600,Advanced Polymer Processing,3
MSE 6601,"Carbon Nanotubes, Graphene, and Nanocomposites",3
MSE 6602,Tensor Analysis and Mathematical Techniques for Materials,3
MSE 6603,Natural Polymers,3
MSE 6610,Biomaterials,2
MSE 6620,Advanced Corrosion,3
MSE 6730,Materials Science of Cellular Components,3
MSE 6750,Preparation & Reactions of Polymers,3
MSE 6751,Physical Chemistry of Polymer Solutions,3
MSE 6752,Polymer Characterization,4
MSE 6754,Engineering Communication,3
MSE 6755,Theoretical Chemistry of Polymers,3
MSE 6759,Materials in Environmentally Conscious Design and Manufacturing,3
MSE 6768,"Polymer Structure, Physical Properties, and Characterization",3
MSE 6774,Biomaterials: Structure and Function,3
MSE 6776,Integrated Low-cost Microelectronics Systems Packaging,3
MSE 6777,Advanced Biomaterials,3
MSE 6795,"Mathematical, Statistical, and Computational Techniques in Materials Science",3
MSE 6796,Structure-Property Relationships in Materials,3
MSE 6797,Thermodynamics and Kinetics of Microstructural Evolution,3
MSE 6XXX,Mate Sci Engr Elective,1
MSE 7000,Master's Thesis,1
MSE 7010,Electroceramics,3
MSE 7110,Advanced Transmission Electron Microscopy,3
MSE 7140,Impedance and Dielectric Spectroscopy,3
MSE 7210,Dislocation and Deformation Mechanics,3
MSE 7420,Solidification Processing,3
MSE 7510,Polymers for Electronic and Photonic Applications II,3
MSE 7757,Teaching Practicum,3
MSE 7771,Mechanics of Polymer Solids and Fluids,3
MSE 7772,Fundamentals of Fracture Mechanics,3
MSE 7773,Advanced Fracture Mechanics,3
MSE 7774,Fatigue of Materials and Structures,3
MSE 7775,Topics in Fracture and Fatigue of Metallic and Composite Structures,3
MSE 7791,"Damage, Failure and Durability of Composite Material",3
MSE 7792,Advanced Mechanics of Composites,3
MSE 7793,Manufacturing of Composites,3
MSE 8001,Seminar,1
MSE 8200,Advanced Presentation Skills,1
MSE 8801,Special Topics,1
MSE 8802,Special Topics,2
MSE 8803,Special Topics,3
MSE 8813,Special Topics,3
MSE 8901,Special Problems,1
MSE 8902,Special Problems,1
MSE 8903,Special Problems,1
MSE 8997,Teaching Assistantship,1
MSE 8998,Research Assistantship,1
MSE 9000,Doctoral Thesis,1
MSE 9999,GT-PKU,1
MATH 0399,Support for Precalculus,2
MATH 0999,Support for College Algebra,2
MATH 1111,Precalculus for Mathematics without Trigonometry,4
MATH 1113,Precalculus,4
MATH 11X3,Transfer Precalculus,3
MATH 1501,Calculus I,4
MATH 1502,Calculus II,4
MATH 1503,Calculus I for the Life Sciences,4
MATH 1504,Calculus I for the Life Sciences,4
MATH 1511,Honors Calculus I,4
MATH 1512,Honors Calculus II,4
MATH 1522,Linear Algebra for Calculus,2
MATH 1550,Introduction to Differential Calculus,3
MATH 1551,Differential Calculus,2
MATH 1552,Integral Calculus,4
MATH 1553,Introduction to Linear Algebra,2
MATH 1554,Linear Algebra,4
MATH 1555,Calculus for Life Sciences,4
MATH 1564,Linear Algebra with Abstract Vector Spaces,4
MATH 15X1,Transfer Calculus I,3
MATH 15X2,Transfer Calculus II,3
MATH 1601,Introduction to Higher Mathematics,3
MATH 1711,Finite Mathematics,4
MATH 1712,Mathematics for Management II,4
MATH 17X1,Transfer Finite Math,3
MATH 17X2,Transfer Survey-Calc,3
MATH 1803,Special Topics,3
MATH 1X51,Transfer Differential Calc,2
MATH 1X52,Transfer Integral Calculus,3
MATH 1X53,Transfer Intro Linear Algebra,2
MATH 1XXX,Mathematics Elective,1
MATH 2106,Foundations of Mathematical Proof,3
MATH 2401,Calculus III,4
MATH 2403,Differential Equations,4
MATH 2406,Abstract Vector Spaces,3
MATH 2411,Honors Calculus III,4
MATH 2413,Honors Differential Equations,4
MATH 24X1,Transfer Calculus III,3
MATH 24X3,Transfer Diff Equations,3
MATH 2550,Introduction to Multivariable Calculus,2
MATH 2551,Multivariable Calculus,4
MATH 2552,Differential Equations,4
MATH 2561,Honors Multivariable Calculus,4
MATH 2562,Honors Differential Equations,4
MATH 2602,Linear and Discrete Mathematics,4
MATH 2603,Introduction to Discrete Mathematics,4
MATH 2605,Calculus III for Computer Science,4
MATH 2698,Undergraduate Research Assistantship,1
MATH 2699,Undergraduate Research,1
MATH 26X2,Transfer Linear & Disc Math,3
MATH 26X3,Transfer Discrete Math,3
MATH 2801,Special Topics,1
MATH 2802,Special Topics,2
MATH 2803,Special Topics,3
MATH 2804,Special Topics,4
MATH 2805,Special Topics,5
MATH 2X51,Transfer Multivariable Calc,3
MATH 2X52,Transfer Differential Equation,3
MATH 2XXX,Mathematics Elective,1
MATH 3012,Applied Combinatorics,3
MATH 3022,Honors Applied Combinatorics,3
MATH 3215,Introduction to Probability and Statistics,3
MATH 3225,Honors Probability and Statistics,3
MATH 3235,Probability Theory,3
MATH 3236,Statistical Theory,3
MATH 3406,A Second Course in Linear Algebra,3
MATH 3670,Probability and Statistics with Applications,3
MATH 3801,Special Topics,1
MATH 3802,Special Topics,2
MATH 3803,Special Topics,3
MATH 3804,Special Topics,4
MATH 3805,Special Topics,5
MATH 3XXX,Mathematics Elective,1
MATH 4012,Algebraic Structures in Coding Theory,3
MATH 4022,Introduction to Graph Theory,3
MATH 4032,Combinatorial Analysis,3
MATH 4080,Senior Project I,2
MATH 4090,Senior Project II,2
MATH 4107,Introduction to Abstract Algebra I,3
MATH 4108,Introduction to Abstract Algebra II,3
MATH 4150,Introduction to Number Theory,3
MATH 4221,Probability with Applications I,3
MATH 4222,Probability with Applications II,3
MATH 4255,Monte Carlo Methods,3
MATH 4261,Mathematical Statistics I,3
MATH 4262,Mathematical Statistics I,3
MATH 4280,Elements of Information Theory,3
MATH 4305,Finite-dimensional Vector Spaces,3
MATH 4317,Analysis I,3
MATH 4318,Analysis II,3
MATH 4320,Complex Analysis,3
MATH 4347,Introduction to Partial Differential Equations I,3
MATH 4348,Introduction to Partial Differential Equations II,3
MATH 4431,Introductory Topology,3
MATH 4432,Introduction to Algebraic Topology,3
MATH 4441,Differential Geometry,3
MATH 4541,Dynamics and Bifurcations I,3
MATH 4542,Dynamics and Bifurcations II,3
MATH 4580,Linear Programming,3
MATH 4581,Advanced Engineering Mathematics,3
MATH 4640,Numerical Analysis I,3
MATH 4641,Numerical Analysis II,3
MATH 4695,Undergraduate Internship,1
MATH 4698,Undergraduate Research Assistantship,1
MATH 4699,Undergraduate Research,1
MATH 4755,Mathematical Biology,3
MATH 4777,Vector and Parallel Scientific Computation,3
MATH 4782,Quantum Information and Quantum Computing,3
MATH 4801,Special Topics,1
MATH 4802,Special Topics,2
MATH 4803,Special Topics,3
MATH 4804,Special Topics,4
MATH 4805,Special Topics,5
MATH 4873,Special Topics,3
MATH 4999,Reading or Research,1
MATH 4XXX,Mathematics Elective,1
MATH 6001,Introduction to Graduate Studies in Mathematics,2
MATH 6014,Graph Theory and Combinatorial Structures,3
MATH 6021,Algebra and Topology in Finite-dimensional Spaces,3
MATH 6112,Advanced Linear Algebra,3
MATH 6121,Modern Abstract Algebra I,3
MATH 6122,Modern Abstract Algebra II,3
MATH 6221,Advanced Classical Probability Theory,3
MATH 6235,Stochastic Processes in Finance II,3
MATH 6241,Probability I,3
MATH 6242,Probability II,3
MATH 6262,Advanced Statistical Inference I,3
MATH 6263,Advanced Statistical Inference II,3
MATH 6266,Linear Statistical Models,3
MATH 6267,Multivariate Statistical Analysis,3
MATH 6300,Fractal Geometry,3
MATH 6307,Ordinary Differential Equations I,3
MATH 6308,Ordinary Differential Equations II,3
MATH 6321,Functions of a Complex Variable I,3
MATH 6337,Real Analysis I,3
MATH 6338,Real Analysis II,3
MATH 6341,Partial Differential Equations I,3
MATH 6342,Partial Differential Equations II,3
MATH 6421,Algebraic Geometry I,3
MATH 6422,Algebraic Geometry II,3
MATH 6441,Algebraic Topology I,3
MATH 6442,Algebraic Topology II,3
MATH 6451,General Topology,3
MATH 6452,Differential Topology,3
MATH 6453,Geometric Topology,3
MATH 6455,Differential Geometry I,3
MATH 6456,Differential Geometry II,3
MATH 6457,Geometry and Topology I,3
MATH 6458,Introduction to Geometry and Topology II,3
MATH 6514,Industrial Mathematics I,3
MATH 6515,Industrial Mathematics II,3
MATH 6580,Introduction to Hilbert Spaces,3
MATH 6583,Integral Equations and Transforms,3
MATH 6584,Special Functions of Higher Mathematics,3
MATH 6635,Numerical Methods in Finance,3
MATH 6640,Applied Computational Methods for Partial Differential Equations,3
MATH 6641,Advanced Numerical Methods for Partial Differential Equations,3
MATH 6643,Numerical Linear Algebra,3
MATH 6644,Iterative Methods for Systems of Equations,3
MATH 6645,Numerical Approximation Theory,3
MATH 6646,Numerical Methods for Ordinary Differential Equations,3
MATH 6647,Numerical Methods for Dynamical Systems,3
MATH 6701,Math Methods of Applied Sciences I,3
MATH 6702,Math Methods of Applied Sciences II,3
MATH 6705,Modeling and Dynamics,3
MATH 6710,Numerical Methods in Computational Science and Engineering I,3
MATH 6711,Numerical Methods in Computational Science and Engineering II,3
MATH 6759,Stochastic Processes in Finance I,3
MATH 6761,Stochastic Processes I,3
MATH 6762,Stochastic Processes II,3
MATH 6767,Design and Implementation of Systems to Support,3
MATH 6769,Fixed Income Securities,3
MATH 6781,Reliability Theory,3
MATH 6783,Statistical Techniques of Financial Data Analysis,3
MATH 6785,The Practice of Quantitative and Computational Finance,3
MATH 6793,Advanced Topics in Quantitative and Computational Finance,3
MATH 6XXX,Mathematics Elective,1
MATH 7000,Master's Thesis,1
MATH 7012,Enumerative Combinatorics,3
MATH 7014,Advanced Graph Theory,3
MATH 7016,Combinatorics,3
MATH 7018,Probabilistic Methods in Combinatorics,3
MATH 7244,Stochastic Processes and Stochastic Calculus I,3
MATH 7245,Stochastic Processes and Stochastic Calculus II,3
MATH 7334,Operator Theory,3
MATH 7337,Harmonic Analysis,3
MATH 7338,Functional Analysis,3
MATH 7510,Graph Algorithms,3
MATH 7581,Calculus of Variations,3
MATH 7586,Tensor Analysis,3
MATH 7999,Preparation for Doctoral Comprehensive Examination,1
MATH 8305,Aural-Oral English Skills for Math ESL International Teaching Assistants,2
MATH 8306,Academic Communication for Intermediate ESL Math International Teaching Assistants,2
MATH 8307,Academic Communication for Advanced ESL Math International Teaching Assistants,1
MATH 8801,Special Topics,1
MATH 8802,Special Topics,2
MATH 8803,Special Topics,3
MATH 8804,Special Topics,4
MATH 8805,Special Topics,5
MATH 8811,Special Topics,1
MATH 8812,Special Topics,2
MATH 8813,Special Topics,3
MATH 8814,Special Topics,4
MATH 8815,Special Topics,5
MATH 8821,Special Topics,1
MATH 8822,Special Topics,2
MATH 8823,Special Topics,3
MATH 8824,Special Topics,4
MATH 8825,Special Topics,5
MATH 8831,Special Topics,1
MATH 8832,Special Topics,2
MATH 8833,Special Topics,3
MATH 8834,Special Topics,4
MATH 8835,Special Topics,5
MATH 8841,Special Topics,1
MATH 8842,Special Topics,2
MATH 8843,Special Topics,3
MATH 8844,Special Topics,4
MATH 8845,Special Topics,5
MATH 8851,Special Topics,1
MATH 8852,Special Topics,2
MATH 8853,Special Topics,3
MATH 8854,Special Topics,4
MATH 8855,Special Topics,5
MATH 8863,Advanced Topics in Graph Theory,3
MATH 8873,Special Topics,3
MATH 8900,Special Problems,1
MATH 8901,Special Problems,1
MATH 8902,Special Problems,1
MATH 8903,Special Problems,1
MATH 8997,Teaching Assistantship,1
MATH 8998,Research Assistantship,1
MATH 9000,Doctoral Thesis,1
ME 1750,Introduction to Bioengineering,3
ME 1770,Introduction to Engineering Graphics and Visualization,3
ME 1801,Special Topics,1
ME 1XXX,Mechanical Engr Elective,1
ME 2016,Computer Applications,3
ME 2110,Creative Decisions and Design,3
ME 2202,Dynamics of Rigid Bodies,3
ME 2205,Three-dimensional rigid body dynamics,1
ME 2698,Undergraduate Research Assistantship,1
ME 2699,Undergraduate Research,1
ME 2801,Special Topics,1
ME 2803,Special Topics,3
ME 2XXX,Mechanical Engr Elective,1
ME 3015,System Dynamics and Control,4
ME 3017,System Dynamics,3
ME 3057,Experimental Methodology and Technical Writing,3
ME 3141,Cutting-Edge Eng Seminar,3
ME 3180,Machine Design,3
ME 3210,"Design, Materials, and Manufacture",3
ME 3322,Thermodynamics,3
ME 3340,Fluid Mechanics,3
ME 3345,Conduction and Radiation Heat Transfer,3
ME 3700,Introduction to Energy Systems Engineering,3
ME 3720,Introduction to Fluid and Thermal Engineering,3
ME 3743,Analysis of Emerging Technologies,3
ME 3744,"Managing Product, Service & Technology Development",3
ME 3801,Special Topics,1
ME 3XXX,Mechanical Engr Elective,1
ME 4011,Internal Combustion Engines,3
ME 4012,Modeling and Control of Motion Systems,3
ME 4013,Hybrid Vehicle Powertrains,3
ME 4014,Introduction to Automotive Engineering,3
ME 4041,Interactive Computer Graphics and Computer-aided Design,3
ME 4042,Interactive Computer-Aided Design and Computer-Aided Engineering,3
ME 4053,Mechanical Engineering Systems Laboratory,2
ME 4056,Mechanical Engineering Systems Laboratory,3
ME 4171,Environmentally Conscious Design and Manufacturing,3
ME 4172,Designing Sustainable Engineering Systems,3
ME 4182,Mechanical Design Engineering,3
ME 4189,Structural Vibrations,3
ME 4193,Design and Materials Selection for Tribological Applications,3
ME 4214,Mechanical Behavior of Materials,3
ME 4215,Manufacturing Process Analysis,3
ME 4315,Energy Systems Analysis and Design,3
ME 4321,Principles of Air Conditioning,3
ME 4324,Power Generation Technology,3
ME 4325,Introduction to Fuel Cell Systems,3
ME 4330,Heat and Mass Exchangers,3
ME 4340,Applied Fluid Mechanics,3
ME 4342,Computational Fluid Dynamics,3
ME 4405,Fundamentals of Mechatronics,3
ME 4447,Microprocessor Control of Manufacturing Systems,3
ME 4451,Robotics,3
ME 4452,Control of Dynamic Systems,3
ME 4698,Undergraduate Research Assistantship,1
ME 4699,Undergraduate Research,1
ME 4701,Wind Engineering,3
ME 4720,Pulp and Paper Manufacturing,3
ME 4730,Emerging Technologies for Forest Bioproducts,3
ME 4740,Biologically Inspired Design,3
ME 4741,Integrative Management Development - Project Preparation,3
ME 4742,Integrated Technology and Management Capstone Project,4
ME 4744,Global Development Capstone,3
ME 4753,Topics in Engineering Practice,3
ME 4754,"Electronics Packaging Assembly, Reliability, Thermal Management, and Test",3
ME 4757,Biofluid Mechanics,3
ME 4758,Biosolid Mechanics,3
ME 4759,Electrochemical Energy Storage and Conversion,3
ME 4760,Engineering Acoustics and Noise Control,3
ME 4763,Pulping and Chemical Recovery,3
ME 4764,Bleaching and Papermaking,3
ME 4766,Fabrication and Properties of Nanoscale Devices,3
ME 4767,Pulp and Paper Lab,3
ME 4775,Polymer Science and Engineering I: Formation and Properties,3
ME 4776,"Polymer Science and Engineering II: Analysis, Processing and Laboratory",3
ME 4777,Introduction to Polymer Science and Engineering,3
ME 4781,Biomedical Instrumentation,3
ME 4782,Biosystems Analysis,3
ME 4790,Materials Selection and Design,3
ME 4791,Mechanical Behavior of Composites,3
ME 4793,Composite Materials and Processes,3
ME 4794,Composite Materials and Manufacturing,4
ME 4795,Fundamental Elements of Nuclear Reactor Materials,3
ME 4801,Special Topics in Mechanical Engineering,1
ME 4802,Special Topics in Mechanical Engineering,2
ME 4803,Special Topics in Mechanical Engineering,3
ME 4804,Special Topics in Mechanical Engineering,4
ME 4805,Special Topics in Mechanical Engineering,5
ME 4811,Special Topics,1
ME 4812,Special Topics,2
ME 4813,Special Topics,3
ME 4814,Special Topics,4
ME 4815,Special Topics,5
ME 4821,Special Topics,1
ME 4822,Special Topics,2
ME 4823,Special Topics,3
ME 4824,Special Topics,4
ME 4825,Special Topics,5
ME 4831,Special Topics,1
ME 4832,Special Topics,2
ME 4833,Special Topics,3
ME 4834,Special Topics,4
ME 4835,Special Topics,5
ME 4843,Special Topics- ME Lab,3
ME 4853,Special Topics,3
ME 4901,Special Problems in Mechanical Engineering,1
ME 4902,Special Problems,1
ME 4903,Special Problems,1
ME 4XXX,Mechanical Engr Elective,1
ME 6101,Engineering Design,3
ME 6102,Designing Open Engineering Systems,3
ME 6103,Optimization in Engineering Design,3
ME 6104,Computer-Aided Design,3
ME 6105,Modeling and Simulation in Design,3
ME 6124,Finite-Element Method: Theory and Practice,3
ME 6140,Physical Properties of Paper,3
ME 6201,Principles of Continuum Mechanics,3
ME 6203,Inelastic Deformation of Solids,3
ME 6204,Micromechanics of Materials,3
ME 6222,Manufacturing Processes and Systems,3
ME 6223,Automated Manufacturing Process Planning,3
ME 6224,Machine Tool Analysis and Control,3
ME 6225,Metrology and Measurement Systems,3
ME 6226,Fundamentals of Semiconductor Manufacture and Assembly,3
ME 6229,Introduction to Micro-Electro-Mechanical Systems,3
ME 6242,Mechanics of Contact,3
ME 6243,Fluid Film Lubrication,3
ME 6244,Rotordynamics,3
ME 6281,Mechanics of Paper Forming and Coating,3
ME 6300,Intermediate Heat Transfer,3
ME 6301,Conduction Heat Transfer,3
ME 6302,Convection Heat Transfer,3
ME 6303,Thermal Radiation Heat Transfer,3
ME 6304,Principles of Thermodynamics,3
ME 6305,Applications of Thermodynamics,3
ME 6309,Nanoscale Heat Transfer,3
ME 6401,Linear Control Systems,3
ME 6402,Nonlinear Control Systems,3
ME 6403,Digital Control Systems,3
ME 6404,Advanced Control System Design and Implementation,3
ME 6405,Introduction to Mechatronics,3
ME 6406,Machine Vision,3
ME 6407,Robotics,3
ME 6408,Advanced Mechatronics,3
ME 6441,Dynamics of Mechanical Systems,3
ME 6442,Vibration of Mechanical Systems,3
ME 6443,Variational Methods in Engineering,3
ME 6444,Nonlinear Systems,3
ME 6449,Acoustic Transducers and Signal Analysis,3
ME 6452,Wave Propagation in Solids,3
ME 6460,Microelectromechanical Devices,3
ME 6601,Introduction to Fluid Mechanics,3
ME 6602,Viscous Flow,3
ME 6622,Experimental Methods,3
ME 6701,Wind Engineering,3
ME 6720,Biotransport,3
ME 6741,Pulp and Paper Manufacture I,3
ME 6742,Pulp and Paper Manufacture II,3
ME 6743,Tissue Mechanics,3
ME 6744,Topics in Engineering Practice,3
ME 6746,Rehabilitation Engineering,3
ME 6753,Principles of Management for Engineers,3
ME 6754,Engineering Data Base Management Systems,3
ME 6758,Numerical Methods in Mechanical Engineering,3
ME 6759,Materials in Environmentally Conscious Design and Manufacturing,3
ME 6760,Acoustics I and II,3
ME 6761,Acoustics I and II,3
ME 6762,Acoustics III,3
ME 6765,Kinetics and Thermodynamics of Gases,4
ME 6766,Combustion I,3
ME 6767,Combustion II,3
ME 6768,"Polymer Structure, Physical Properties and Characterization",3
ME 6769,Linear Elasticity,3
ME 6770,Energy and Variational Methods in Elasticity and Plasticity,3
ME 6774,Biomaterials: Structure and Function,3
ME 6776,Integrated Low-cost Microelectronics Systems Packaging,3
ME 6777,Advanced Biomaterials,3
ME 6779,Thermal Engineering for Packaging of Micro and Nano Systems,3
ME 6782,Cellular Engineering,3
ME 6789,Technology Ventures,3
ME 6792,Computer Integrated Manufacturing Systems Seminar,1
ME 6793,Systems Pathophysiology,3
ME 6794,Tissue Engineering,3
ME 6795,"Mathematical, Statistical, and Computational Techniques in Materials Science",3
ME 6796,Structure-Property Relationships in Materials,3
ME 6797,Thermodynamics and Kinetics of Microstructural Evolution,3
ME 6799,Legal Issues in Technology Transfer,3
ME 6XXX,Mech Engr Elective,1
ME 7000,Master's Thesis,1
ME 7056,GT-STUTTGART,1
ME 7057,GT-SEOUL,1
ME 7101,Seminar in Engineering Design,3
ME 7201,Computational Mechanics of Materials,3
ME 7203,Advanced Constitutive Relations for Solids,3
ME 7205,Mechanics and Applications of Nanostructured Materials and Devices,3
ME 7226,Interface and Surface Properties,3
ME 7227,Rapid Prototyping in Engineering,3
ME 7228,Thermomechanical Reliability in Electronic Packaging,3
ME 7301,Transport Phenomena in Multiphase Flow,3
ME 7442,Vibration of Continuous Systems,3
ME 7602,Hydrodynamic Stability,3
ME 7741,Robotics Professional Preparation,1
ME 7742,Robotics Professional Preparation 2,1
ME 7743,Robotics Professional Preparation 3,1
ME 7751,Computational Fluid Mechanics,3
ME 7757,Teaching Practicum,3
ME 7764,Acoustic Propagation,3
ME 7771,Mechanics of Polymer Solids and Fluids,3
ME 7772,Fundamentals of Fracture Mechanics,3
ME 7773,Advanced Fracture Mechanics,3
ME 7774,Fatigue of Materials and Structures,3
ME 7775,Topics in Fracture and Fatigue of Metallic and Composite Structures,3
ME 7785,Introduction to Robotics Research,3
ME 7791,Damage and Failure in Composites,3
ME 7792,Advanced Mechanics of Composites,3
ME 7793,Manufacturing of Composites,3
ME 8001,Master Seminar I,1
ME 8002,Master Seminar II,1
ME 8010,Seminars in Mechanical Engineering,1
ME 8011,Seminars in Mechanical Engineering,1
ME 8012,Seminars in Mechanical Engineering,1
ME 8740,Robotics Internship,1
ME 8741,Robotics Capstone Project,3
ME 8750,Robotics Research Foundation I,3
ME 8751,Robotics Research Foundation II,3
ME 8801,Special Topics in Manufacturing,1
ME 8802,Special Topics in Manufacturing,2
ME 8803,Special Topics in Manufacturing,3
ME 8804,Special Topics in Manufacturing,4
ME 8805,Special Topics in Manufacturing,5
ME 8806,Special Topics in Manufacturing,6
ME 8811,Special Topics in Computer-aided Engineering and Design,1
ME 8812,Special Topics in Computer-aided Engineering and Design,2
ME 8813,Special Topics in Computer-aided Engineering and Design,3
ME 8814,Special Topics in Computer-aided Engineering and Design,4
ME 8815,Special Topics in Computer-aided Engineering and Design,5
ME 8816,Special Topics in Computer-aided Engineering and Design,6
ME 8821,Special Topics in Tribology,1
ME 8822,Special Topics in Tribology,2
ME 8823,Special Topics in Tribology,3
ME 8824,Special Topics in Tribology,4
ME 8825,Special Topics in Tribology,5
ME 8826,Special Topics in Tribology,6
ME 8831,Special Topics in Thermal Sciences,1
ME 8832,Special Topics in Thermal Sciences,2
ME 8833,Special Topics in Thermal Sciences,3
ME 8834,Special Topics in Thermal Sciences,4
ME 8835,Special Topics in Thermal Sciences,5
ME 8836,Special Topics in Thermal Sciences,6
ME 8841,Special Topics in Automation and Mechatronics,1
ME 8842,Special Topics in Automation and Mechatronics,2
ME 8843,Special Topics in Automation and Mechatronics,3
ME 8844,Special Topics in Automation and Mechatronics,4
ME 8845,Special Topics in Automation and Mechatronics,5
ME 8846,Special Topics in Automation and Mechatronics,6
ME 8851,Special Topics in Acoustics and Dynamics,1
ME 8852,Special Topics in Acoustics and Dynamics,2
ME 8853,Special Topics in Acoustics and Dynamics,3
ME 8854,Special Topics in Acoustics and Dynamics,4
ME 8855,Special Topics in Acoustics and Dynamics,5
ME 8856,Special Topics in Acoustics and Dynamics,6
ME 8861,Special Topics in Fluid Mechanics,1
ME 8862,Special Topics in Fluid Mechanics,2
ME 8863,Special Topics in Fluid Mechanics,3
ME 8864,Special Topics in Fluid Mechanics,4
ME 8865,Special Topics in Fluid Mechanics,5
ME 8866,Special Topics in Fluid Mechanics,6
ME 8871,Special Topics in Bioengineering,1
ME 8872,Special Topics in Bioengineering,2
ME 8873,Special Topics in Bioengineering,3
ME 8874,Special Topics in Bioengineering,4
ME 8875,Special Topics in Bioengineering,5
ME 8876,Special Topics in Bioengineering,6
ME 8881,Special Topics in Mechanics of Materials,1
ME 8882,Special Topics in Mechanics of Materials,2
ME 8883,Special Topics in Mechanics of Materials,3
ME 8884,Special Topics in Mechanics of Materials,4
ME 8885,Special Topics in Mechanics of Materials,5
ME 8886,Special Topics in Mechanics of Materials,6
ME 8901,Special Problems in Manufacturing,1
ME 8902,Special Problem in Manufacturing,1
ME 8903,Special Problems in Manufacturing,1
ME 8904,Special Problems in Manufacturing,1
ME 8905,Special Problems in Manufacturing,1
ME 8906,Special Problems in Manufacturing,1
ME 8911,Special Problems in Computer-aided Engineering and Design,1
ME 8912,Special Problems in Computer-aided Engineering and Design,1
ME 8913,Special Problems in Computer-aided Engineering and Design,1
ME 8914,Special Problems in Computer-aided Engineering and Design,1
ME 8915,Special Problems in Computer-aided Engineering and Design,1
ME 8916,Special Problems in Computer-aided Engineering and Design,1
ME 8921,Special Problems in Tribology,1
ME 8922,Special Problems in Tribology,1
ME 8923,Special Problems in Tribology,1
ME 8924,Special Problems in Tribology,1
ME 8925,Special Problems in Tribology,1
ME 8926,Special Problems in Tribology,1
ME 8931,Special Problems in Thermal Sciences,1
ME 8932,Special Problems in Thermal Sciences,1
ME 8933,Special Problems in Thermal Sciences,1
ME 8934,Special Problems in Thermal Sciences,1
ME 8935,Special Problems in Thermal Sciences,1
ME 8936,Special Problems in Thermal Sciences,1
ME 8941,Special Problems in Automation and Mechatronics,1
ME 8942,Special Problems in Automation and Mechatronics,1
ME 8943,Special Problems in Automation and Mechatronics,1
ME 8944,Special Problems in Automation and Mechatronics,1
ME 8945,Special Problems in Automation and Mechatronics,1
ME 8946,Special Problems in Automation and Mechatronics,1
ME 8951,Special Problems in Acoustics and Dynamics,1
ME 8952,Special Problems in Acoustics and Dynamics,1
ME 8953,Special Problems in Acoustic and Dynamics,1
ME 8954,Special Problems in Acoustics and Dynamics,1
