ID,Name,Credit Hours
CHBE 6229,Introduction to MEMS,3
CHBE 6230,Industrial Emissions Control,3
CHBE 6231,Environmental Modeling in the Forest Products Industry,3
CHBE 6232,Chemical Engineering Processes in Pulp & Paper Manufacturing,3
CHBE 6240,Advanced Separation Processes,3
CHBE 6250,Mass Transport through Solids,3
CHBE 6260,Transport Phenomena-Mass Transfer,3
CHBE 62X0,Xfer-Separation Process,2
CHBE 62X1,Xfer-Env Mod Forest Ind,2
CHBE 6300,Kinetics and Reactor Design,3
CHBE 6310,Applied Chemical Kinetics,3
CHBE 6320,Heterogeneous Catalysis,3
CHBE 6400,Advanced Process Control,3
CHBE 6410,Dynamic Behavior of Process Systems,3
CHBE 6460,Microelectromechanical Devices,3
CHBE 6500,Mathematical Modeling and Analysis of Chemical Processes,3
CHBE 6600,Polymerization Reaction Engineering,3
CHBE 6608,Semiconductor Microlithography and Patterning,3
CHBE 6609,Polymers in Microelectronics,3
CHBE 6634,Wet End Processing of Paper,3
CHBE 66X0,Xfer-Pulp-Paper Mfg I,2
CHBE 66X1,Xfer-Pulp-Paper Mfg II,2
CHBE 66X4,Xfer-Wet End Proc-Paper,2
CHBE 66X7,Transfer-Bioprocessing,3
CHBE 6701,Foundational Topics in the Manufacturing of Forest Bioproducts,3
CHBE 6710,Microfluidics & Appl,3
CHBE 6741,Pulp and Paper Manufacture I,3
CHBE 6742,Pulp and Paper Manufacture II,3
CHBE 6750,Preparation and Reactions of Polymers,3
CHBE 6751,Physical Chemistry of Polymer Solutions,3
CHBE 6752,Polymer Characterization,4
CHBE 6759,Plasma Processing of Electronic Materials and Devices,3
CHBE 6760,Biocatalysis and Metabolic Engineering,3
CHBE 6765,"Drug Design, Development and Delivery",3
CHBE 6768,"Polymer Structure, Physical Properties and Characterization",3
CHBE 6774,Biomaterials: Structure and Function,3
CHBE 6777,Advanced Biomaterials,3
CHBE 6778,Introduction to Biomaterials,3
CHBE 6779,Bioprocess Engineering,3
CHBE 6782,Cellular Engineering,3
CHBE 6784,Cardiovascular Biomechanics,3
CHBE 6789,Technology Ventures,3
CHBE 6793,Systems Pathophysiology,3
CHBE 6794,Tissue Engineering,3
CHBE 6799,Legal Issues in Technology Transfer,3
CHBE 6XXX,Chem Engr Elective,1
CHBE 7000,Master's Thesis,1
CHBE 7650,Advanced Physical Chemistry of Polymers,3
CHBE 7757,Teaching Practicum,3
CHBE 7771,Mechanics of Polymer Solids and Fluids,3
CHBE 7772,Fundamentals of Fracture Mechanics,3
CHBE 7773,Advanced Fracture Mechanics,3
CHBE 7774,Fatigue of Materials and Structures,3
CHBE 7775,Topics in Fracture and Fatigue of Metallic and Composite,3
CHBE 7791,"Damage, Failure, and Durability of Composite Materials",3
CHBE 7792,Advanced Mechanics of Composites,3
CHBE 7793,Manufacturing of Composites,3
CHBE 8001,Seminar in Chemical Engineering,1
CHBE 8002,Seminar in Chemical Engineering,1
CHBE 8801,Special Topics,1
CHBE 8802,Special Topics,2
CHBE 8803,Special Topics,3
CHBE 8804,Special Topics,4
CHBE 88X2,Xfer - Special Topics,2
CHBE 8901,Special Problems,1
CHBE 8997,Teaching Assistantship,1
CHBE 8998,Research Assistantship,1
CHBE 9000,Doctoral Thesis,1
CHEM 1211K,Chemical Principles I,4
CHEM 1212K,Chemical Principles II,4
CHEM 12X1,Transfer General Chem,4
CHEM 1310,General Chemistry,4
CHEM 1315,Survey of Organic Chemistry,3
CHEM 1801,Special Topics,1
CHEM 1802,Special Topics,2
CHEM 1803,Special Topics,3
CHEM 1XXX,Chemistry Elective,1
CHEM 2211,Introduction to Quantitative Analysis,3
CHEM 2214,Quantitative Chemical Analysis,4
CHEM 2311,Organic Chemistry I,3
CHEM 2312,Organic Chemistry II,3
CHEM 2313,Organic and Bioorganic Chemistry,3
CHEM 2380,Synthesis Laboratory I,2
CHEM 2601,Professional Skills for Chemists and Biochemists,1
CHEM 2694,Intern Assistantship (Undergraduate Internship for Pay),1
CHEM 2695,Undergraduate Internship (Undergraduate Internship for Academic Credit),1
CHEM 2698,Undergraduate Research Assistantship,1
CHEM 2699,Undergraduate Research,1
CHEM 2801,Special Topics,1
CHEM 2802,Special Topics,2
CHEM 2803,Special Topics,3
CHEM 2804,Special Topics,4
CHEM 2812,Special Topics,2
CHEM 2901,Special Problems in Chemistry,1
CHEM 2902,Special Problems in Chemistry,1
CHEM 2903,Special Problems in Chemistry,1
CHEM 2XXX,Chemistry Elective,1
CHEM 3111,Inorganic Chemistry,3
CHEM 3211,Analytical Chemistry,5
CHEM 3281,Instrumental Analysis for Engineers,4
CHEM 3371,Organic Chemistry Laboratory,2
CHEM 3380,Synthesis Laboratory II,3
CHEM 3411,Physical Chemistry I,3
CHEM 3412,Physical Chemistry II,3
CHEM 3481,Physical Chemistry Laboratory I,2
CHEM 3482,Physical Chemistry Laboratory II,2
CHEM 3511,Survey of Biochemistry,3
CHEM 3700,The Science of Alternative Energy,3
CHEM 3812,Special Topics,2
CHEM 3XXX,Chemistry Elective,1
CHEM 4113,Applications of Inorganic Chemistry in Current Energy Research,3
CHEM 4311,Advanced Organic Chemistry,3
CHEM 4341,Applied Spectroscopy,3
CHEM 4401,Molecular Spectroscopy,3
CHEM 4452,Chemistry of the Solid State,3
CHEM 4511,Biochemistry I,3
CHEM 4512,Biochemistry II,3
CHEM 4521,Biophysical Chemistry,3
CHEM 4581,Biochemistry Laboratory I,3
CHEM 4582,Biochemistry Laboratory II,3
CHEM 4601,Chemistry Seminar,2
CHEM 4684,Advanced Chemistry Lab,4
CHEM 4694,Intern Assistantship (Undergraduate Internship for Pay),1
CHEM 4695,Undergraduate Internship (Undergraduate Internship for Academic Credit),1
CHEM 4698,Undergraduate Research Assistantship,1
CHEM 4699,Undergraduate Research,1
CHEM 4740,Atmospheric Chemistry,3
CHEM 4760,Biocatalysis and Metabolic Engineering,3
CHEM 4765,"Drug Design, Development, and Delivery",3
CHEM 4775,Polymer Science and Engineering I: Formation and Properties,3
CHEM 4776,"Polymer Science and Engineering II: Analysis, Processing, and Laboratory",3
CHEM 4801,Special Topics,1
CHEM 4802,Special Topics,2
CHEM 4803,Special Topics,3
CHEM 4804,Special Topics,4
CHEM 4805,Special Topics,5
CHEM 4901,Special Problems,1
CHEM 4902,Special Problems,1
CHEM 4903,Special Problems,1
CHEM 4XXX,Chemistry Elective,1
CHEM 6170,Inorganic Chemistry I,3
CHEM 6171,Inorganic Chemistry II,3
CHEM 6172,Physical Methods in Inorganic Chemistry,3
CHEM 6181,Chemical Crystallography,3
CHEM 6182,Chemistry of the Solid State,3
CHEM 6183,Organometallic Chemistry,3
CHEM 6271,Analytical Chemistry I,3
CHEM 6272,Analytical Chemistry II,3
CHEM 6281,Mass Spectrometry,3
CHEM 6282,Chemical Sensors,3
CHEM 6283,Electroanalytical Chemistry,3
CHEM 6284,Environmental Analytical Chemistry,3
CHEM 6285,Analytical Spectroscopy,3
CHEM 6287,Scanned Probe Techniques,3
CHEM 6371,Identification of Organic Compounds,3
CHEM 6372,Physical Organic Chemistry,3
CHEM 6373,Organic Synthesis,3
CHEM 6381,Advanced Organic Synthesis,3
CHEM 6382,Computational Methods in Organic Chemistry and Biochemistry,3
CHEM 6471,Chemical Thermodynamics and Kinetics,3
CHEM 6472,Quantum Chemistry and Molecular Spectroscopy,3
CHEM 6481,Statistical Mechanics,3
CHEM 6482,Chemical Kinetics and Reaction Dynamics,3
CHEM 6483,Chemistry of Electronic Organic Materials,3
CHEM 6484,Chemistry of Optical Organic Materials,3
CHEM 6485,Computational Chemistry,3
CHEM 6491,Quantum Mechanics,3
CHEM 6492,Molecular Spectroscopy,3
CHEM 6501,Biochemistry I,3
CHEM 6502,Biochemistry II,3
CHEM 6571,Enzymology and Metabolism,3
CHEM 6572,Macromolecular Structure,3
CHEM 6573,Molecular Biochemistry,3
CHEM 6581,Protein Crystallography,3
CHEM 6582,Biophysical Chemistry,3
CHEM 6583,Drug Design and Discovery,3
CHEM 6584,Contemporary Biochemistry,3
CHEM 6750,Preparation and Reaction of Polymers,3
CHEM 6751,Physical Chemistry of Polymer Solutions,3
CHEM 6752,Polymer Characterization,4
CHEM 6755,Theoretical Chemistry of Polymers,3
CHEM 6756,Discovery of Signaling Molecules,3
CHEM 6760,Biocatalysis and Metabolic Engineering,3
CHEM 6765,"Drug Design, Development and Delivery",3
CHEM 6801,Special Topics,1
CHEM 6802,Special Topics,2
CHEM 6803,Special Topics,3
CHEM 6XXX,Chemistry Elective,1
CHEM 7000,Master's Thesis,1
CHEM 7001,Introduction to Research,3
CHEM 8000,Seminar in Chemistry,1
CHEM 8001,Faculty Seminar,2
CHEM 8002,Information Resources for Chemists and Biochemists,2
CHEM 8003,Student Seminar,2
CHEM 8801,Special Topics,1
CHEM 8803,Special Topics,3
CHEM 8813,Special Topics in Inorganic Chemistry,3
CHEM 8823,Special Topics in Analytical Chemistry,3
CHEM 8833,Special Topics in Organic Chemistry,3
CHEM 8843,Special Topics in Physical Chemistry,3
CHEM 8853,Special Topics in Biochemistry,3
CHEM 8863,Special Topics,3
CHEM 8873,Special Topics in Polymer Chemistry,3
CHEM 88X2,Xfer-Spec Top-Org Chem,2
CHEM 8901,Special Problems,1
CHEM 8902,Special Problems,1
CHEM 8903,Special Problems,1
CHEM 8997,Teaching Assistantship,1
CHEM 8998,Research Assistantship,1
CHEM 9000,Doctoral Thesis,1
CHIN 1001,Elementary Chinese I,4
CHIN 1002,Elementary Chinese II,4
CHIN 1011,Accelerated Elementary Chinese I,4
CHIN 1012,Accelerated Elementary Chinese II,4
CHIN 10X1,Trans Elementary Chinese I,3
CHIN 10X2,Trans Elementary Chinese II,3
CHIN 1813,Special Topics,3
CHIN 1814,Special Topics,4
CHIN 1XXX,Chinese Elective,1
CHIN 2001,Intermediate Chinese I,3
CHIN 2002,Intermediate Chinese II,3
CHIN 2011,Accelerated Intermediate Chinese I,3
CHIN 2012,Accelerated Intermediate Chinese II,3
CHIN 2698,Undergraduate Research Assistantship,1
CHIN 2699,Undergraduate Research,1
CHIN 2813,Special Topics,3
CHIN 2XXX,Chinese Elective,1
CHIN 3003,Intermediate Chinese III,3
CHIN 3004,Advanced Chinese I,3
CHIN 3021,Chinese Society and Culture I,3
CHIN 3022,Chinese Society and Culture II,3
CHIN 3401,A Kaleidoscope of Chinese Language,3
CHIN 3691,Chinese for Current Events,3
CHIN 3692,Business Chinese,3
CHIN 3693,Conversation Practicum (LBAT),3
CHIN 3696,Economic Development and Sustainability in China,3
CHIN 3813,Special Topics,3
CHIN 3821,Special Topics,1
CHIN 3822,Special Topics,2
CHIN 3823,Special Topics,3
CHIN 3833,Special Topics,3
CHIN 3XXX,Chinese Elective,1
CHIN 4003,Advanced Chinese II: Contemporary China,3
CHIN 4004,Advanced Chinese III: Contemporary China,3
CHIN 4005,Advanced Chinese Grammar,3
CHIN 4021,"Advanced Language, Popular Music and Culture",3
CHIN 4022,Kungfu Fiction/Pop Cul,3
CHIN 4023,Chinese Strategy & The Art of War,3
CHIN 4031,"Chinese-Language Cinema: Technological, Cultural, and Urban Transformation in China",3
CHIN 4032,Kungfu and Wuxia Film and Pop Culture,3
CHIN 4035,A Documentary Survey of Sino-American Interactions,3
CHIN 4500,Advanced Intercultural Seminar,3
CHIN 4695,Chinese Internship,1
CHIN 4698,Undergraduate Research Assistantship,1
CHIN 4699,Undergraduate Research,1
CHIN 4813,Special Topics,3
CHIN 4823,Special Toics,3
CHIN 4833,Special Topics,3
CHIN 4901,Special Problems in Chinese,1
CHIN 4902,Special Problems in Chinese,1
CHIN 4XXX,Chinese Elective,1
CHIN 6021,Chinese Popular Culture,3
CHIN 6022,Martial Arts Fiction,3
CHIN 6023,Art of War and Thirty-Six Stratagems,3
CHIN 6031,Chinese Cinema and Media,3
CHIN 6500,Intercultural Seminar,3
CHIN 6510,Applied Language Practicum,3
CHIN 6511,Applied Language Practicum Abroad,3
CHIN 6695,Chinese Internship Abroad,3
CHIN 66958,Internship Abroad Chin A,3
CHIN 6696,Chinese Internship Abroad,6
CHIN 7000,Master's Thesis,1
CHIN 8803,Special Topics,3
CP 2233,Sustainable Urban Development,3
CP 2698,Undergraduate Research,1
CP 2699,Undergraduate Research,1
CP 4010,Foundations of Urban and Regional Development,3
CP 4020,Introduction to Urban and Regional Planning,3
CP 4030,The City and Its Technology,3
CP 4040,The City in Fiction and Film,3
CP 4050,"Negotiation, Facilitation, and Conflict Management",3
CP 4052,Sustainable Cities Studio,3
CP 4105,Land Conservation,3
CP 4190,Introduction to Climate Change Planning,3
CP 4210,Environmental Planning and Impact Assessment,3
CP 4310,Urban Transportation and Planning,3
CP 4510,Fundamentals of Geographic Information Systems,3
CP 4610,Introduction to Real Estate Investment,3
CP 4620,Housing and Real Estate Economics,3
CP 4698,Undergraduate Research,1
CP 4699,Undergraduate Research,1
CP 4811,Special Topics,1
CP 4812,Special Topics,2
CP 4813,Special Topics,3
CP 4814,Special Topics,4
CP 4815,Special Topics,5
CP 6002,Introduction to Fields of Planning,2
CP 6005,Freehand Drawing for Planners,1
CP 6006,Visualization for Planners,1
CP 6012,Theory and History of Planning,4
CP 6016,Growth Management Law and Implementation,3
CP 6024,Quantitative and Computer Methods,4
CP 6025,Advanced Planning Methods,4
CP 6031,Economic Analysis for Planning,3
CP 6032,Urban and Regional Development Theory,3
CP 6034,Demographic and Economic Analysis of Urban Areas,3
CP 6052,Applied Planning Studio,4
CP 6053,Applied Planning Studio (Urban Design),6
CP 6055,Planning Studio,5
CP 6105,Land Conservation,3
CP 6112,Introduction to Land Use Planning,3
CP 6122,Land Use Planning Methods,3
CP 6190,Introduction to Climate Change Planning,3
CP 6213,Urb Env Plan & Design,3
CP 6214,Environmental Planning and Impact Assessment,3
CP 6217,Climate Change and the City,3
CP 6223,Policy Tools for Environmental Management,3
CP 6233,Sustainable Urban Development,3
CP 6241,Water Resources Planning,3
CP 6243,Health Impact Assessment,3
CP 6250,Hazardous Waste Planning and Management,3
CP 6261,Environmental Law,3
CP 6311,Introduction to Transportation Planning,4
CP 6321,Transportation Planning Methods and Investment Decisions,4
CP 6331,Land Use and Transportation Interaction,3
CP 6341,Urban Design and Non-Motorized Accessibility,3
CP 6351,Transportation and Economic Development,3
CP 6361,Regional Transportation Planning and Administration,3
CP 6412,Foundations of Local Economic Development Planning and,3
CP 6422,Economic Development Analysis and Practice,3
CP 6432,Industrial Restructuring and Its Planning Implications,3
CP 6442,"Equity, Social Justice, and Economic Development",3
CP 6452,Urban Development Policy,3
CP 6514,Introduction to Geographic Information Systems,3
CP 6521,Advanced Geographic Information Systems,3
CP 6531,Introduction to Remote Sensing,3
CP 6541,Environmental Analysis Using GIS,3
CP 6542,Transport & GIS,3
CP 6551,Spatial Analysis of Socioeconomic Data,3
CP 6561,Geodemographics: Data Sources and Methods,3
CP 6570,Socioeconomic GIS,3
CP 6581,Programming for Geographic Information Systems,3
CP 6591,GIS Professionalization,1
CP 6592,Capstone Project Research,1
CP 6595,GIS Systems Design and Management,3
CP 6596,GIS Capstone Project,3
CP 6611,Principles of Real Estate Finance and Development,3
CP 6612,Community Development,3
CP 6621,Real Estate Market Research,3
CP 6630,Government and Housing Markets,3
CP 6640,Applied Real Estate Development Methods,3
CP 6680,Citizen Participation and Community Engagement,3
CP 6760,Negotiation and Conflict Management,3
CP 6811,"Negotiation, Facilitation, and Conflict Management",3
CP 6815,Cinema City,3
CP 6821,Basic Methods of Policy Analysis and Planning,3
CP 6825,Public Sector Finance and Budgeting,3
CP 6831,Urban Growth and Infrastructure Systems,3
CP 6832,Introduction to Urban Design,3
CP 6834,Urban Design Policy: Analysis and Implementation,3
CP 6836,Urban Ecological Design,3
CP 6850,Public Health and the Built Environment,2
CP 6XXX,City Planning Elective,1
CP 7000,Master's Thesis,1
CP 7999,Preparation for Ph, 
CP 8000,Doctoral Planning Seminar,1
CP 8012,null,1
CP 8022,PhD Seminar in Research and Pedagogy,1
CP 8200,Advanced Planning Theory,3
CP 8300,Advanced Urban and Regional Development Theory,3
CP 8400,Research Design and Qualitative Methods,3
CP 8505,"Advanced Quantitative Research Methods for Planning, Policy and Design",3
CP 8813,Special Topics in Land Use Planning,3
CP 8823,Special Topics in Environmental Planning,3
CP 8833,Special Topics in Transportation Planning,3
CP 8843,Special Topics in Economic Development,3
CP 8851,Special Topics in GIS,1
CP 8852,Special Topics in GIS,2
CP 8853,Special Topics in Geographic Information Systems,3
CP 8863,Special Topics in Land Development,3
CP 8873,Special Topics in Urban Design,3
CP 8876,Spec Topics:Urban Dsgn,6
CP 8881,Special Topics in City and Regional Planning,1
CP 8882,Special Topics in City and Regional Planning,2
CP 8883,Special Topics in City and Regional Planning,3
CP 8900,Special Problems,1
CP 8901,Special Problems,1
CP 8902,Special Problems,1
CP 8990,Applied Research Paper,1
CP 8997,Teaching Assistantship,1
CP 8998,Research Assistantship,1
CP 8999,Preparation for Doctoral Dissertation,1
CP 9000,Doctoral Dissertation,1
CEE 1770,Introduction to Engineering Graphics and Visualization,3
CEE 1XXX,Civil/Env Engr Elective,1
CEE 2040,Dynamics,2
CEE 2300,Environmental Engineering Principles,3
CEE 2698,Undergraduate Research Assistantship,1
CEE 2699,Undergraduate Research,1
CEE 2803,Special Topics,3
CEE 2901,Special Problems,1
CEE 2XXX,Civil/Env Engr Elective,1
CEE 3000,Civil Engineering Systems,3
CEE 3010,Geomatics,3
CEE 3020,Civil Engineering Materials,3
CEE 3040,Fluid Mechanics,3
CEE 3051,Introduction to Structural Engineering,3
CEE 3055,Structural Analysis,3
CEE 3340,Environmental Engineering Laboratory,3
CEE 3770,Statistics and Applications,3
CEE 3XXX,Civil/Env Engr Elective,1
CEE 4000,Global Engineering Leadership,3
CEE 4050,Infrastructure System Management,3
CEE 4090,Capstone Design,3
CEE 4100,Construction Engineering and Management,3
CEE 4101,Construction Seminar,1
CEE 4110,"Construction Planning, Estimating, and Scheduling",3
CEE 4120,Construction Equipment and Methods,3
CEE 4130,Construction Safety and Health,3
CEE 4140,Building Information Modeling (BIM) in Construction,3
CEE 4150,Construction Management & Megaprojects,3
CEE 4200,Hydraulic Engineering,3
CEE 4210,Hydrology,3
CEE 4225,Introduction to Coastal Engineering,3
CEE 4230,Environmental Transport Modeling,3
CEE 4300,Environmental Engineering Systems,3
CEE 4310,Water Quality Engineering,3
CEE 4320,Hazardous Substance Engineering,3
CEE 4330,Air Pollution Engineering,3
CEE 4340,Environmental Modeling and Health Risk Analysis,3
CEE 4350,Environmental Technology in the Developing World,3
CEE 4395,Environmental Systems Design Project,3
CEE 4405,Introduction to Geotechnical Engineering,3
CEE 4406,Applied Geotechnics,3
CEE 4410,Geosystems Engineering Design,3
CEE 4420,Subsurface Characterization,3
CEE 4430,Environmental Geotechnics,3
CEE 4450,Introduction to Petroleum Geomechanics,3
CEE 4460,International Disaster Reconnaissance,3
CEE 4510,Structural Steel Design,3
CEE 4520,Reinforced Concrete Design,3
CEE 4530,Timber and Masonry Design,3
CEE 4540,Infrastructure Rehabilitation,3
CEE 4550,Structural Analysis II,3
CEE 4600,"Transportation Planning, Operations, and Design",3
CEE 4610,"Multimodal Transportation Planning, Design, and Operations",3
CEE 4620,Environmental Impact Assessment,3
CEE 4630,Computer-Aided Site and Roadway Design,3
CEE 4640,Freeway and Interchange Planning and Design,3
CEE 4650,Site Development Planning and Design in Transportation,3
CEE 4660,Sustainable Transportation Abroad,3
CEE 4698,Undergraduate Research Assistantship,1
CEE 4699,Undergraduate Research,1
CEE 4791,Mechanical Behavior of Composites,3
CEE 4793,Composite Materials and Processes,3
CEE 4794,Composite Materials and Manufacturing,4
CEE 4795,Groundwater Hydrology,3
CEE 4801,Special Topics,1
CEE 4802,Special Topics,2
CEE 4803,Special Topics,3
CEE 4804,Special Topics,4
CEE 4805,Special Topics,5
CEE 4806,Special Topics,6
CEE 4900,Undergraduate Honors Research Project,1
CEE 4901,Special Problems,1
CEE 4902,Special Problems,1
CEE 4903,Special Problems,1
CEE 4XXX,Civil/Env Engr Elective`,1
CEE 6100,Construction Project Planning,3
CEE 6110,Computer Applications in Construction,3
CEE 6120,Environmentally Conscious Design and Construction,3
CEE 6130,Construction Project Controls,3
CEE 6140,Advanced Planning and Estimating Methods,3
CEE 6150,Construction Law,3
CEE 6170,Project Delivery and Procurement,3
CEE 6180,Construction Organizations,3
CEE 6190,Construction Field Engineering,3
CEE 6215,Coastal Structures,3
CEE 6221,Physical Hydrology,3
CEE 6222,Hydrometeorology,3
CEE 6231,Probability and Statistics for Civil and Environmental,3
CEE 6232,Stochastic Hydrology,3
CEE 6241,Water Resources Management I,3
CEE 6242,Water Resources Management II,3
CEE 6244,Random Fields and Geostatistics,3
CEE 6251,Intermediate Fluid Mechanics,3
CEE 6252,Advanced Fluid Mechanics,3
CEE 6261,Environmental Fluid Mechanics,3
CEE 6262,Advanced Environmental Fluid Mechanics,3
CEE 6263,Fluid Mechanics of Organisms,3
CEE 6271,Flow and Transport through Porous Media I,3
CEE 6272,Flow and Transport through Porous Media II,3
CEE 6274,Flow and Transport in Heterogeneous Porous Media,3
CEE 6281,Open Channel Hydraulics,3
CEE 6282,Sediment Transport,3
CEE 6284,Hydraulic Transients in Fluid Systems,3
CEE 6293,Hydrodynamic Stability and Turbulence,3
CEE 6310,Process Principles in Environmental Engineering,3
CEE 6311,Microbial Principles in Environmental Engineering,3
CEE 6312,Chemical Principles in Environmental Engineering,3
CEE 6313,Fate of Contaminants in the Subsurface,3
CEE 6314,Fundamentals of Environmental Modeling and Mathematics,3
CEE 6319,Environmental Sciences and Engineering Laboratory,3
CEE 6320,"Legal, Institutional, and Policy Frameworks for Water Resources Planning and Management",3
CEE 6321,Water Quality and Ecology in Lakes and Rivers,3
CEE 6322,Water Resources Systems Analysis,3
CEE 6323,Natural Resources and Environmental Economics,3
CEE 6324,Water Supply and Sanitation,3
CEE 6325,River Hydraulics,3
CEE 6326,Hydrologic Principles aned Practices,3
CEE 6327,Statistical Methods for Environmental Data Analysis and Prediction,3
CEE 6330,Physicochemical Processes,3
CEE 6331,Biological Processes,3
CEE 6332,Separation Processes,3
CEE 6333,Hazardous Waste Site Remediation,3
CEE 6340,Solid-Liquid Separations,3
CEE 6341,Industrial Waste Treatment and Disposal,3
CEE 6342,Solid Waste Technology,3
CEE 6343,Membrane Processes,3
CEE 6345,Sustainable Engineering,3
CEE 6350,Advanced Environmental Chemistry,3
CEE 6351,Biotransformation of Xenobiotic Compounds,3
CEE 6355,Industrial Ecology in Environmental Engineering,3
CEE 6360,Design of Treatment Facilities for Drinking Water,3
CEE 6361,Modeling and Simulation of Biological Treatment Systems,3
CEE 6390,Air Pollutant Formation and Control,3
CEE 6391,Advanced Topics in Air Pollution,1
CEE 6402,Soil Mechanics,3
CEE 6403,Environmental Geotechnics,3
CEE 6421,Laboratory Characterization of Geomaterials,3
CEE 6422,Experimental Methods in Soil Behavior,3
CEE 6423,In-Situ Testing and Site Characterization of Geomaterials,3
CEE 6424,Engineering Geophysics,3
CEE 6431,Plasticity of Geomaterials,3
CEE 6432,Finite Element Method for Coupled Processes In Elastic Porous Media,3
CEE 6441,Analysis of Earth Structures,3
CEE 6442,Dynamic Analysis in Geotechnical Engineering,3
CEE 6443,Foundation Systems,3
CEE 6444,Geosynthetics in Civil Engineering,3
CEE 6445,Geotechnical Earthquake Engineering,3
CEE 6446,Geotechnical Seepage Analysis,3
CEE 6447,Ground Modification,3
CEE 6448,Landfill Design and Management,3
CEE 6449,Design of Remediation Systems,3
CEE 6450,Pavement Design,3
CEE 6451,Rock Mechanics,3
CEE 6460,Theoretical Geomechanics,3
CEE 6461,Mathematical Applications for Civil and Environmental,3
CEE 6462,Signals and Inverse Problems in Civil Engineering,3
CEE 6463,Constitutive Modeling of Soils,3
CEE 6481,Unsaturated Soil Mechanics,3
CEE 6482,Applied Fracture Mechanics,3
CEE 6483,Geotechnical Image and Spatial Analysis,3
CEE 6484,Industrial Byproduct Reutilization,3
CEE 6485,Wave-based Characterization of Particulate Materials,3
CEE 6501,Matrix Structural Analysis,3
CEE 6504,Finite Element Method of Structural Analysis,3
CEE 6507,Nonlinear Finite Element Analysis,3
CEE 6510,Structural Dynamics,4
CEE 6511,Random Vibration,3
CEE 6512,Advanced Dynamics and Smart Structures,3
CEE 6513,Computational Methods in Mechanics,3
CEE 6521,Reinforced Concrete Members,3
CEE 6522,Reinforced Concrete Slab Systems,3
CEE 6523,Prestressed Concrete,3
CEE 6527,Advanced Structural Steel Design,3
CEE 6528,Introduction to Bridge Engineering,3
CEE 6530,Structural Systems,3
CEE 6533,Design of Polymer Composite Structures,3
CEE 6536,Rehabilitation of Existing Structures,3
CEE 6538,Introduction to Non-Destructive Testing and Forensic Evaluation in Structures, 
CEE 6541,Earthquake Engineering,3
CEE 6542,Consequence-Based Earthquake Engineering,3
CEE 6544,Structural Modeling,3
CEE 6548,Inelastic Design,3
CEE 6549,Structural Reliability,3
CEE 6551,Advanced Strength of Materials,3
CEE 6554,Theory of Elastic Stability,3
CEE 6557,Theory of Plates and Shells,3
CEE 6560,Applied Elasticity,3
CEE 6563,Energy Methods in Mechanics,3
CEE 6566,Plasticity and Viscoelasticity,3
CEE 6569,Wave Propagation in Solids,3
CEE 6571,Experimental Stress Analysis,3
CEE 6581,Engineering Programming Methods,3
CEE 6582,Knowledge-based Programming Methods in Engineering,3
CEE 6583,Object-oriented and Multimedia Programming in Engineering,3
CEE 6585,Materials Science of Concrete,3
CEE 6590,Durability of Cement-based Materials,3
CEE 6601,Linear Statistical Models in Transportation,4
CEE 6602,Urban Transportation Planning,4
CEE 6603,Traffic Engineering,3
CEE 6604,Geometric Design of Transportation Facilities,3
CEE 6605,Transportation Administration and Policy Analysis,3
CEE 6621,GIS in Transportation,3
CEE 6622,Travel Demand Analysis,3
CEE 6623,Survey Design and Analysis,3
CEE 6624,Land Use - Transportation Interaction,3
CEE 6625,"Transportation, Energy, and Air Quality",3
CEE 6631,Signalized Intersections and Networks,3
CEE 6632,Simulation Models in Transportation,3
CEE 6633,Advanced Traffic Detection and Control,3
CEE 6634,Transportation Safety Analysis,3
CEE 6635,Technology Innovation in Transportation,3
CEE 6636,Traffic Flow Theory,3
CEE 6641,Transportation Infrastructure Management and Traffic Control,3
CEE 6642,Transit Systems Planning and Design,3
CEE 6644,Airport Planning and Design,3
CEE 6650,Discrete Choice Modeling,3
CEE 6651,Infrastructure Systems Management,3
CEE 6652,Infrastructure Management: IT Applications,3
CEE 6720,Environmental Microbial Genomics,3
CEE 6751,Physical Properties and Rheology of Rocks,3
CEE 6754,Engineering Communication,3
CEE 6756,Discovery of Signaling Molecules,3
CEE 6761,Contaminated Sediment Geochemistry,3
CEE 6764,Biological Applications of Environmental Fluid Mechanics Laboratory,1
CEE 6790,Air Pollution Physics and Chemistry,3
CEE 6792,Air Pollution Meteorology and Chemistry,3
CEE 6793,Atmospheric Boundary Layer,3
CEE 6794,Atmospheric Chemical Modeling,3
CEE 6795,Atmospheric Aerosols,3
CEE 6810,Linear Ocean Surface Wave Mechanics,3
CEE 6811,Nonlinear Ocean Surface Wave Mechanics,3
CEE 6821,Nearshore Hydrodynamics,3
CEE 6840,Coastal Sediment Transport,3
CEE 6842,Coastal Engineering Measurements,3
CEE 6XXX,Civil/Env Engr Elective,1
CEE 7000,Master's Thesis,1
CEE 7310,Master's Thesis and Research Presentation,1
CEE 7751,Computational Fluid Mechanics,3
CEE 7772,Fundamentals of Fracture Mechanics,3
CEE 7773,Advanced Fracture Mechanics,3
CEE 7774,Fatigue of Materials and Structures,3
CEE 7791,"Damage, Failure and Durability of Composite Materials",3
CEE 7792,Advanced Mechanics of Composites,3
CEE 7793,Manufacturing of Composites,3
CEE 7999,Doctoral Examination Preparation,1
CEE 8091,Construction Seminar,1
